Date,Open,High,Low,Close,Adj Close,Volume
3/26/1993,45.125,45.15625,44.875,44.90625,26.780537,101500
3/29/1993,44.9375,45.3125,44.9375,45.09375,26.89237,87100
3/30/1993,45.15625,45.21875,45.09375,45.21875,26.966932,56000
3/31/1993,45.34375,45.46875,45.1875,45.1875,26.948282,111600
4/1/1993,45.25,45.25,44.9375,45.03125,26.855091,129500
4/2/1993,44.65625,44.65625,44.09375,44.09375,26.296005,59400
4/5/1993,44.4375,44.4375,44.1875,44.3125,26.42646,172200
4/6/1993,44.40625,44.40625,44.0625,44.1875,26.351923,129700
4/7/1993,44.25,44.34375,44.15625,44.34375,26.445087,28000
4/8/1993,44.53125,44.53125,44.09375,44.28125,26.407827,180800
4/12/1993,44.71875,44.9375,44.65625,44.90625,26.780537,348500
4/13/1993,44.875,45.15625,44.84375,45,26.83646,146100
4/14/1993,45.03125,45.0625,44.90625,44.9375,26.799189,119600
4/15/1993,44.90625,45.03125,44.75,44.9375,26.799189,148600
4/16/1993,44.96875,45.03125,44.875,44.9375,26.799189,47900
4/19/1993,44.9375,45.0625,44.71875,44.75,26.687372,157000
4/20/1993,44.6875,44.75,44.25,44.53125,26.556921,279500
4/21/1993,44.625,44.625,44.375,44.5,26.538275,67900
4/22/1993,44.3125,44.6875,43.9375,43.9375,26.202826,97700
4/23/1993,43.84375,43.96875,43.6875,43.75,26.091011,106000
4/26/1993,43.78125,43.9375,43.28125,43.40625,25.886005,62600
4/27/1993,43.34375,43.875,43.34375,43.875,26.165558,156800
4/28/1993,43.8125,43.90625,43.71875,43.78125,26.109634,85900
4/29/1993,43.875,43.96875,43.625,43.96875,26.221472,85000
4/30/1993,44.125,44.28125,44.03125,44.03125,26.258728,88500
5/3/1993,44.09375,44.3125,43.90625,44.3125,26.42646,80500
5/4/1993,44.40625,44.625,44.34375,44.46875,26.51964,149100
5/5/1993,44.46875,44.75,44.46875,44.59375,26.594187,109000
5/6/1993,44.53125,44.5625,44.40625,44.4375,26.501013,54700
5/7/1993,44.46875,44.46875,44.28125,44.34375,26.445087,68000
5/10/1993,44.40625,44.6875,44.40625,44.4375,26.501013,113900
5/11/1993,44.4375,44.625,44.3125,44.625,26.61282,42600
5/12/1993,44.4375,44.59375,44.4375,44.5625,26.575577,31000
5/13/1993,44.375,44.375,44,44.03125,26.258728,129100
5/14/1993,44.03125,44.15625,43.96875,44,26.240097,63500
5/17/1993,44.125,44.15625,43.9375,44.15625,26.333267,34000
5/18/1993,44.1875,44.21875,43.96875,44.125,26.314648,105200
5/19/1993,44.125,45.03125,43.84375,45.03125,26.855091,50200
5/20/1993,45.03125,45.15625,44.9375,45.15625,26.929644,98200
5/21/1993,45.1875,45.25,44.71875,44.75,26.687372,221400
5/24/1993,44.84375,45.09375,44.84375,44.9375,26.799189,30500
5/25/1993,45.125,45.125,45.03125,45.03125,26.855091,191800
5/26/1993,45.15625,45.625,45.125,45.59375,27.190552,102400
5/27/1993,45.65625,45.65625,45.375,45.4375,27.097383,53800
5/28/1993,45.40625,45.40625,45,45.21875,26.966932,79100
6/1/1993,45.375,45.8125,45.3125,45.65625,27.227827,28300
6/2/1993,45.53125,45.75,45.34375,45.59375,27.190552,20300
6/3/1993,45.5,45.5,45.34375,45.4375,27.097383,21600
6/4/1993,45.3125,45.3125,45.09375,45.28125,27.004196,32000
6/7/1993,45.375,45.375,45.125,45.125,26.911003,121400
6/8/1993,45,45,44.71875,44.71875,26.668728,104500
6/9/1993,44.875,45.0625,44.8125,44.875,26.761911,43300
6/10/1993,44.84375,44.9375,44.75,44.90625,26.780537,17900
6/11/1993,45.0625,45.15625,44.90625,45.09375,26.89237,647400
6/14/1993,45.15625,45.1875,45.03125,45.03125,26.855091,64200
6/15/1993,45.09375,45.125,44.9375,44.9375,26.799189,142400
6/16/1993,44.9375,45.03125,44.8125,45.03125,26.855091,330900
6/17/1993,45.125,45.1875,45.03125,45.1875,26.948282,37400
6/18/1993,44.84375,44.84375,44.5,44.5,26.72636,58500
6/21/1993,44.625,44.625,44.53125,44.59375,26.782667,29300
6/22/1993,44.65625,44.65625,44.5625,44.625,26.801426,137500
6/23/1993,44.625,44.625,44.21875,44.21875,26.557425,227600
6/24/1993,44.34375,44.8125,44.34375,44.8125,26.914038,243700
6/25/1993,44.78125,44.90625,44.75,44.78125,26.895283,44800
6/28/1993,45,45.28125,44.9375,45.28125,27.195585,439900
6/29/1993,45.21875,45.21875,45,45.0625,27.06419,207500
6/30/1993,45.125,45.21875,45,45.0625,27.06419,437600
7/1/1993,45.125,45.125,44.875,44.9375,26.989117,605700
7/2/1993,44.78125,44.8125,44.53125,44.6875,26.838964,285400
7/6/1993,44.625,44.75,44.15625,44.21875,26.557425,246400
7/7/1993,44.1875,44.40625,44.1875,44.34375,26.632509,343700
7/8/1993,44.375,44.9375,44.3125,44.84375,26.932825,248200
7/9/1993,44.84375,44.96875,44.75,44.96875,27.007895,378200
7/12/1993,44.90625,44.96875,44.84375,44.9375,26.989117,373700
7/13/1993,44.96875,45.09375,44.65625,44.90625,26.970341,389600
7/14/1993,44.9375,45.1875,44.90625,45.0625,27.06419,617300
7/15/1993,45.03125,45.03125,44.78125,44.875,26.951576,443800
7/16/1993,44.90625,44.9375,44.6875,44.75,26.876509,216400
7/19/1993,44.75,44.75,44.59375,44.71875,26.857725,188200
7/20/1993,44.6875,44.84375,44.46875,44.84375,26.932825,68500
7/21/1993,44.78125,44.8125,44.65625,44.8125,26.914038,142700
7/22/1993,44.75,44.8125,44.5,44.5,26.72636,632400
7/23/1993,44.59375,44.71875,44.5625,44.71875,26.857725,286200
7/26/1993,44.84375,45.0625,44.84375,44.96875,27.007895,121300
7/27/1993,45,45.03125,44.78125,44.9375,26.989117,92800
7/28/1993,44.84375,44.9375,44.78125,44.84375,26.932825,30800
7/29/1993,44.9375,45.21875,44.875,45.09375,27.082966,331000
7/30/1993,45.09375,45.09375,44.78125,44.84375,26.932825,75300
8/2/1993,44.90625,45.125,44.90625,44.96875,27.007895,41300
8/3/1993,45.0625,45.1875,44.84375,45,27.026657,81600
8/4/1993,45,45.09375,44.875,45,27.026657,434000
8/5/1993,45,45,44.84375,44.90625,26.970341,36800
8/6/1993,45.03125,45.0625,44.90625,44.96875,27.007895,402300
8/9/1993,45.09375,45.34375,45,45.21875,27.158056,828200
8/10/1993,45.1875,45.21875,45.125,45.1875,27.139271,604900
8/11/1993,45.15625,45.3125,45.15625,45.1875,27.139271,542200
8/12/1993,45.3125,45.3125,44.90625,45.0625,27.06419,303700
8/13/1993,45.09375,45.15625,45.09375,45.125,27.101728,103500
8/16/1993,45.15625,45.5,45.15625,45.375,27.251883,241800
8/17/1993,45.34375,45.53125,45.34375,45.53125,27.345732,369300
8/18/1993,45.6875,45.875,45.65625,45.78125,27.495869,414300
8/19/1993,45.8125,45.8125,45.71875,45.78125,27.495869,28500
8/20/1993,45.6875,45.8125,45.65625,45.8125,27.514633,80700
8/23/1993,45.625,45.75,45.625,45.71875,27.458338,15600
8/24/1993,45.71875,46.21875,45.71875,46.21875,27.758629,273400
8/25/1993,46.21875,46.4375,46.15625,46.25,27.777395,242300
8/26/1993,46.28125,46.53125,46.09375,46.28125,27.796167,120000
8/27/1993,46.15625,46.25,46.15625,46.25,27.777395,25700
8/30/1993,46.28125,46.5,46.28125,46.4375,27.890001,183500
8/31/1993,46.40625,46.5625,46.34375,46.5625,27.965086,66500
9/1/1993,46.40625,46.59375,46.40625,46.5,27.927553,136500
9/2/1993,46.53125,46.59375,46.3125,46.34375,27.8337,472400
9/3/1993,46.3125,46.4375,46.25,46.375,27.852468,630500
9/7/1993,46.375,46.4375,46,46.0625,27.664791,196400
9/8/1993,46.0625,46.0625,45.59375,45.90625,27.57095,269900
9/9/1993,45.71875,46.03125,45.71875,46,27.627256,239200
9/10/1993,46.125,46.4375,46.0625,46.40625,27.871241,106500
9/13/1993,46.5625,46.5625,46.4375,46.4375,27.890001,66900
9/14/1993,46.3125,46.3125,46.09375,46.25,27.777395,184500
9/15/1993,46.0625,46.40625,45.90625,46.375,27.852468,101000
9/16/1993,46.3125,46.34375,46.15625,46.1875,27.739866,54300
9/17/1993,45.875,45.90625,45.75,45.8125,27.686081,200900
9/20/1993,45.875,45.96875,45.4375,45.4375,27.459454,57800
9/21/1993,45.5,45.5625,44.8125,45.28125,27.365019,318200
9/22/1993,45.4375,45.71875,45.375,45.65625,27.591637,439700
9/23/1993,45.78125,45.9375,45.71875,45.90625,27.742729,88500
9/24/1993,45.84375,45.875,45.71875,45.78125,27.667191,53500
9/27/1993,46.125,46.28125,46.125,46.28125,27.969366,274600
9/28/1993,46.3125,46.3125,46.15625,46.1875,27.91272,158300
9/29/1993,46.1875,46.3125,45.96875,46.03125,27.818272,221000
9/30/1993,46.03125,46.125,45.84375,45.9375,27.76162,99300
10/1/1993,45.875,46.21875,45.8125,46.15625,27.893814,22700
10/4/1993,46.21875,46.21875,46.09375,46.21875,27.931591,1038500
10/5/1993,46.3125,46.3125,46,46.15625,27.893814,436500
10/6/1993,46.1875,46.375,46.125,46.125,27.874939,209200
10/7/1993,46.1875,46.1875,45.96875,46,27.799387,59400
10/8/1993,46.125,46.15625,45.71875,46.0625,27.837166,54400
10/11/1993,46.15625,46.25,46.15625,46.15625,27.893814,467100
10/12/1993,46.21875,46.25,46.1875,46.21875,27.931591,26200
10/13/1993,46.25,46.25,46.15625,46.21875,27.931591,139100
10/14/1993,46.40625,46.8125,46.28125,46.8125,28.290409,108100
10/15/1993,47.03125,47.15625,46.90625,47.0625,28.441498,1502500
10/18/1993,47.03125,47.03125,46.875,46.9375,28.365957,722400
10/19/1993,46.875,46.96875,46.59375,46.59375,28.158216,880100
10/20/1993,46.75,46.75,46.5625,46.65625,28.195971,230400
10/21/1993,46.6875,46.6875,46.53125,46.59375,28.158216,56200
10/22/1993,46.65625,46.84375,46.375,46.375,28.026001,390700
10/25/1993,46.40625,46.5625,46.28125,46.5,28.101564,114500
10/26/1993,46.46875,46.5,46.3125,46.46875,28.082666,186200
10/27/1993,46.40625,46.53125,46.40625,46.5,28.101564,118400
10/28/1993,46.5625,46.96875,46.5625,46.84375,28.309296,129600
10/29/1993,46.8125,46.875,46.78125,46.84375,28.309296,80700
11/1/1993,46.78125,47,46.78125,46.96875,28.38483,36400
11/2/1993,46.90625,47,46.65625,46.9375,28.365957,262100
11/3/1993,46.90625,46.90625,46.125,46.34375,28.007133,479100
11/4/1993,46.34375,46.34375,45.8125,45.84375,27.704956,130400
11/5/1993,45.71875,46.0625,45.53125,46.0625,27.837166,363200
11/8/1993,46.09375,46.25,45.96875,46.125,27.874939,367600
11/9/1993,46.4375,46.46875,46.125,46.15625,27.893814,246900
11/10/1993,46.15625,46.5,46.03125,46.5,28.101564,46500
11/11/1993,46.5,46.625,46.34375,46.375,28.026001,88900
11/12/1993,46.46875,46.75,46.4375,46.59375,28.158216,108200
11/15/1993,46.6875,46.6875,46.4375,46.5625,28.139322,243300
11/16/1993,46.65625,46.8125,46.46875,46.78125,28.271536,492600
11/17/1993,46.8125,46.8125,46.40625,46.53125,28.120438,39600
11/18/1993,46.46875,46.5625,46.28125,46.40625,28.044897,240800
11/19/1993,46.25,46.375,46.21875,46.3125,27.988245,106000
11/22/1993,46.1875,46.21875,45.875,46.03125,27.818272,165300
11/23/1993,46.28125,46.3125,46.03125,46.28125,27.969366,89700
11/24/1993,46.40625,46.5,46.34375,46.46875,28.082666,77200
11/26/1993,46.59375,46.59375,46.46875,46.5,28.101564,1019800
11/29/1993,46.625,46.71875,46.3125,46.3125,27.988245,517500
11/30/1993,46.28125,46.5625,46.25,46.34375,28.007133,230000
12/1/1993,46.59375,46.625,46.40625,46.40625,28.044897,379200
12/2/1993,46.5,46.5625,46.40625,46.53125,28.120438,352000
12/3/1993,46.5,46.71875,46.5,46.71875,28.233755,306000
12/6/1993,46.78125,46.9375,46.78125,46.875,28.328169,99500
12/7/1993,46.875,46.90625,46.78125,46.84375,28.309296,88800
12/8/1993,46.84375,46.84375,46.78125,46.84375,28.309296,146700
12/9/1993,46.84375,46.90625,46.625,46.6875,28.214865,416500
12/10/1993,46.71875,46.71875,46.5,46.59375,28.158216,412900
12/13/1993,46.59375,46.875,46.53125,46.875,28.328169,273200
12/14/1993,46.90625,46.90625,46.53125,46.53125,28.120438,41900
12/15/1993,46.59375,46.625,46.46875,46.46875,28.082666,82600
12/16/1993,46.65625,46.65625,46.5625,46.625,28.177101,78200
12/17/1993,46.40625,46.59375,46.375,46.5625,28.331945,104700
12/20/1993,46.53125,46.65625,46.5,46.625,28.369976,68800
12/21/1993,46.5625,46.5625,46.40625,46.46875,28.274902,205700
12/22/1993,46.59375,46.8125,46.5,46.78125,28.465065,410300
12/23/1993,46.75,46.84375,46.6875,46.75,28.446054,533800
12/27/1993,46.75,47,46.75,47,28.598158,447100
12/28/1993,46.96875,47.125,46.9375,47.09375,28.655207,880600
12/29/1993,47.125,47.15625,47,47.03125,28.617163,266700
12/30/1993,47,47,46.75,46.84375,28.503103,219900
12/31/1993,46.9375,47,46.5625,46.59375,28.350962,312900
1/3/1994,46.59375,46.65625,46.40625,46.46875,28.274902,960900
1/4/1994,46.53125,46.65625,46.46875,46.65625,28.389002,164300
1/5/1994,46.71875,46.78125,46.53125,46.75,28.446054,710900
1/6/1994,46.8125,46.84375,46.6875,46.75,28.446054,201000
1/7/1994,46.84375,47.0625,46.71875,47.03125,28.617163,775500
1/10/1994,47.09375,47.59375,46.96875,47.59375,28.959429,593700
1/11/1994,47.5625,47.5625,47.34375,47.5,28.902395,295200
1/12/1994,47.53125,47.53125,47.1875,47.34375,28.807327,158400
1/13/1994,47.21875,47.3125,47.15625,47.21875,28.731279,244300
1/14/1994,47.375,47.5,47.375,47.40625,28.845358,137200
1/17/1994,47.40625,47.46875,47.3125,47.40625,28.845358,17700
1/18/1994,47.46875,47.53125,47.375,47.46875,28.883387,166400
1/19/1994,47.40625,47.46875,47.25,47.34375,28.807327,200800
1/20/1994,47.40625,47.5,47.375,47.46875,28.883387,281100
1/21/1994,47.53125,47.53125,47.34375,47.375,28.82634,85600
1/24/1994,47.34375,47.5625,47.1875,47.1875,28.71225,373800
1/25/1994,47.21875,47.25,47.09375,47.1875,28.71225,310400
1/26/1994,47.1875,47.34375,47.125,47.3125,28.7883,145100
1/27/1994,47.40625,47.8125,47.34375,47.75,29.054504,344500
1/28/1994,47.9375,48.03125,47.875,47.875,29.130566,356500
1/31/1994,48.0625,48.3125,48,48.21875,29.339739,313800
2/1/1994,48.15625,48.15625,47.90625,47.96875,29.187626,303600
2/2/1994,48.125,48.28125,48.09375,48.28125,29.377764,307600
2/3/1994,48.1875,48.1875,47.90625,48.0625,29.244663,466100
2/4/1994,48.0625,48.125,46.96875,46.96875,28.579144,1403200
2/7/1994,46.84375,47.3125,46.84375,47.1875,28.71225,516400
2/8/1994,47.28125,47.28125,47.03125,47.21875,28.731279,188200
2/9/1994,47.25,47.4375,47.1875,47.40625,28.845358,144600
2/10/1994,47.375,47.40625,47,47,28.598158,883900
2/11/1994,47.03125,47.28125,46.8125,47.15625,28.693235,519400
2/14/1994,47.0625,47.375,47,47.21875,28.731279,2742100
2/15/1994,47.3125,47.5,47.25,47.46875,28.883387,374700
2/16/1994,47.53125,47.53125,47.34375,47.4375,28.864374,287600
2/17/1994,47.65625,47.6875,47.03125,47.15625,28.693235,342400
2/18/1994,47.1875,47.21875,46.75,46.875,28.522112,313300
2/22/1994,47,47.34375,47,47.34375,28.807327,154500
2/23/1994,47.40625,47.4375,47.0625,47.21875,28.731279,391700
2/24/1994,47.0625,47.0625,46.5625,46.59375,28.350962,770800
2/25/1994,46.65625,46.8125,46.5625,46.8125,28.48406,531300
2/28/1994,46.9375,47.0625,46.8125,46.8125,28.48406,333000
3/1/1994,46.8125,46.90625,46.375,46.625,28.369976,423600
3/2/1994,46.03125,46.6875,45.90625,46.6875,28.408014,581500
3/3/1994,46.625,46.625,46.4375,46.5625,28.331945,223200
3/4/1994,46.5625,46.8125,46.40625,46.6875,28.408014,595800
3/7/1994,46.84375,47,46.84375,46.9375,28.560141,539800
3/8/1994,46.96875,46.96875,46.6875,46.75,28.446054,880300
3/9/1994,46.8125,47,46.59375,46.96875,28.579144,2500100
3/10/1994,46.9375,46.9375,46.4375,46.59375,28.350962,207400
3/11/1994,46.65625,46.90625,46.40625,46.84375,28.503103,576600
3/14/1994,47.03125,47.03125,46.84375,46.90625,28.541128,345900
3/15/1994,47,47.09375,46.84375,46.875,28.522112,748600
3/16/1994,46.9375,47.25,46.78125,47.25,28.750269,455500
3/17/1994,47.09375,47.3125,47.09375,47.25,28.750269,133000
3/18/1994,46.75,47.03125,46.71875,46.96875,28.743996,365500
3/21/1994,46.8125,46.9375,46.71875,46.84375,28.667515,324800
3/22/1994,46.84375,47.0625,46.75,46.96875,28.743996,435700
3/23/1994,46.9375,47.0625,46.90625,46.9375,28.724884,698500
3/24/1994,46.75,46.84375,46.15625,46.375,28.38064,1200500
3/25/1994,46.40625,46.53125,45.9375,45.9375,28.112906,100900
3/28/1994,46,46.0625,45.59375,46,28.151146,1117200
3/29/1994,46,46.03125,45.09375,45.09375,27.596537,338400
3/30/1994,45.125,45.25,44.46875,44.46875,27.214039,1123900
3/31/1994,44.46875,44.6875,43.53125,44.59375,27.290548,788800
4/4/1994,43.34375,44.03125,43.34375,43.90625,26.869806,2627300
4/5/1994,44.34375,44.8125,44.34375,44.8125,27.424408,1179000
4/6/1994,44.875,44.90625,44.5,44.8125,27.424408,516500
4/7/1994,44.78125,45.125,44.53125,45.03125,27.558285,666100
4/8/1994,44.9375,44.9375,44.46875,44.6875,27.347927,242400
4/11/1994,44.8125,45.0625,44.703125,44.875,27.462675,203300
4/12/1994,44.921875,45,44.71875,44.8125,27.424408,1409200
4/13/1994,44.796875,44.90625,44.25,44.578125,27.280987,364100
4/14/1994,44.5,44.828125,44.40625,44.59375,27.290548,419900
4/15/1994,44.578125,44.78125,44.515625,44.59375,27.290548,387300
4/18/1994,44.640625,44.765625,44.15625,44.296875,27.108858,369100
4/19/1994,44.25,44.53125,43.984375,44.359375,27.147104,472200
4/20/1994,44.40625,44.515625,44.078125,44.3125,27.11842,508000
4/21/1994,44.5,44.96875,44.34375,44.90625,27.481789,200300
4/22/1994,45.015625,45.046875,44.734375,44.859375,27.453106,301800
4/25/1994,44.84375,45.359375,44.84375,45.328125,27.739973,394600
4/26/1994,45.265625,45.34375,45.1875,45.28125,27.711285,399000
4/28/1994,45.1875,45.25,44.8125,44.953125,27.510483,287000
4/29/1994,44.875,45.15625,44.8125,45.09375,27.596537,481900
5/2/1994,45.09375,45.71875,44.9375,45.375,27.768656,275000
5/3/1994,45.390625,45.40625,45.0625,45.328125,27.739973,183400
5/4/1994,45.421875,45.421875,45.078125,45.25,27.692142,401900
5/5/1994,45.296875,45.375,45.1875,45.1875,27.653896,659800
5/6/1994,44.96875,44.96875,44.59375,44.75,27.386179,216300
5/9/1994,44.625,44.75,44.28125,44.359375,27.147104,499300
5/10/1994,44.578125,44.84375,44.546875,44.703125,27.357489,583400
5/11/1994,44.65625,44.71875,44.171875,44.296875,27.108858,210600
5/12/1994,44.578125,44.625,44.40625,44.515625,27.24275,305200
5/13/1994,44.640625,44.640625,44.296875,44.515625,27.24275,321300
5/16/1994,44.609375,44.75,44.515625,44.53125,27.252306,450400
5/17/1994,44.5625,45.1875,44.5,45.1875,27.653896,470200
5/18/1994,45.21875,45.6875,45.015625,45.515625,27.854727,824800
5/19/1994,45.421875,45.859375,45.421875,45.734375,27.988609,531000
5/20/1994,45.65625,45.6875,45.5,45.5625,27.883398,370400
5/23/1994,45.515625,45.53125,45.34375,45.484375,27.835592,262700
5/24/1994,45.609375,45.84375,45.609375,45.671875,27.950348,549600
5/25/1994,45.5,45.828125,45.34375,45.796875,28.026831,738200
5/26/1994,45.78125,45.9375,45.734375,45.828125,28.045958,369600
5/27/1994,45.75,45.875,45.671875,45.875,28.07465,162000
5/31/1994,45.734375,45.90625,45.65625,45.8125,28.036406,160000
6/1/1994,45.703125,46.015625,45.5625,46.015625,28.160702,200500
6/2/1994,46.046875,46.046875,45.890625,45.96875,28.132023,55100
6/3/1994,46,46.390625,45.859375,46.234375,28.294565,550400
6/6/1994,46.328125,46.46875,46.1875,46.21875,28.285009,99300
6/7/1994,46.140625,46.21875,46.03125,46.15625,28.246767,120600
6/8/1994,46.265625,46.265625,45.78125,45.78125,28.017277,131900
6/9/1994,45.984375,46.03125,45.890625,46.03125,28.170259,80500
6/10/1994,46.078125,46.203125,46.078125,46.109375,28.218084,83100
6/13/1994,46.046875,46.1875,46.03125,46.171875,28.256321,109700
6/14/1994,46.3125,46.546875,46.3125,46.53125,28.476257,161000
6/15/1994,46.546875,46.5625,46.3125,46.34375,28.361517,142800
6/16/1994,46.34375,46.46875,46.296875,46.4375,28.418882,44000
6/17/1994,46.15625,46.203125,45.8125,45.875,28.260265,403800
6/20/1994,45.546875,45.625,45.4375,45.484375,28.019632,137400
6/21/1994,45.453125,45.453125,44.90625,45.09375,27.778994,139200
6/22/1994,45.21875,45.421875,45.171875,45.265625,27.884865,279900
6/23/1994,45.34375,45.40625,44.9375,45,27.721231,922500
6/24/1994,44.78125,44.78125,44,44.0625,27.143711,353800
6/27/1994,44.234375,44.828125,44.015625,44.828125,27.61537,371200
6/28/1994,44.84375,44.84375,44.25,44.609375,27.48061,5382300
6/29/1994,44.671875,45.015625,44.625,44.75,27.567238,311800
6/30/1994,44.828125,44.84375,44.3125,44.46875,27.393967,271900
7/1/1994,44.6875,44.6875,44.375,44.5625,27.451719,406900
7/5/1994,44.65625,44.859375,44.515625,44.796875,27.596098,112000
7/6/1994,44.625,44.8125,44.46875,44.734375,27.557606,174800
7/7/1994,44.734375,44.921875,44.6875,44.921875,27.67312,66700
7/8/1994,44.640625,44.984375,44.625,44.90625,27.663485,148400
7/11/1994,44.9375,45.015625,44.53125,44.75,27.567238,124000
7/12/1994,44.765625,44.828125,44.515625,44.8125,27.605726,257300
7/13/1994,44.828125,45.03125,44.828125,44.890625,27.653872,532700
7/14/1994,45.109375,45.46875,45.078125,45.375,27.952242,494200
7/15/1994,45.34375,45.484375,45.328125,45.390625,27.961876,49100
7/18/1994,45.390625,45.578125,45.390625,45.46875,28.01,72300
7/19/1994,45.546875,45.5625,45.375,45.375,27.952242,609500
7/20/1994,45.40625,45.40625,45.0625,45.171875,27.827114,185300
7/21/1994,45.171875,45.296875,45.078125,45.265625,27.884865,86300
7/22/1994,45.375,45.40625,45.25,45.34375,27.932997,151600
7/25/1994,45.359375,45.453125,45.3125,45.40625,27.971508,120900
7/26/1994,45.390625,45.421875,45.3125,45.359375,27.942619,489600
7/27/1994,45.359375,45.359375,45.171875,45.359375,27.942619,83200
7/28/1994,45.359375,45.578125,45.359375,45.453125,28.000376,828200
7/29/1994,45.765625,46.046875,45.75,45.90625,28.279518,459100
8/1/1994,45.9375,46.15625,45.890625,46.125,28.414263,486300
8/2/1994,46.28125,46.375,46.03125,46.1875,28.452776,505500
8/3/1994,46.171875,46.234375,46.09375,46.203125,28.462402,144100
8/4/1994,46.171875,46.21875,45.921875,45.9375,28.298771,231700
8/5/1994,45.703125,45.84375,45.65625,45.78125,28.202507,138400
8/8/1994,45.828125,45.9375,45.78125,45.890625,28.269896,328600
8/9/1994,45.71875,45.96875,45.71875,45.96875,28.318018,105900
8/10/1994,46,46.1875,45.9375,46.140625,28.423882,840300
8/11/1994,46.03125,46.234375,45.734375,45.96875,28.318018,876200
8/12/1994,46.046875,46.34375,46.046875,46.328125,28.539391,184100
8/15/1994,46.375,46.484375,46.3125,46.3125,28.529779,325900
8/16/1994,46.34375,46.6875,46.15625,46.640625,28.731894,1089500
8/17/1994,46.703125,46.734375,46.578125,46.609375,28.712648,133700
8/18/1994,46.453125,46.5625,46.40625,46.453125,28.61639,620000
8/19/1994,46.46875,46.515625,46.3125,46.421875,28.597139,103200
8/22/1994,46.4375,46.4375,46.28125,46.375,28.568275,79700
8/23/1994,46.578125,46.859375,46.515625,46.640625,28.731894,268600
8/24/1994,46.6875,47.140625,46.671875,47.140625,29.039909,254700
8/25/1994,47.09375,47.203125,46.890625,47.015625,28.96291,147400
8/26/1994,47.125,47.78125,47.125,47.6875,29.376797,339500
8/29/1994,47.8125,47.984375,47.640625,47.65625,29.357574,350300
8/30/1994,47.640625,47.859375,47.578125,47.78125,29.434555,36000
8/31/1994,47.703125,47.890625,47.59375,47.65625,29.357574,356200
9/1/1994,47.5,47.53125,47.328125,47.5,29.261305,294600
9/2/1994,47.71875,47.71875,47.21875,47.296875,29.136177,99600
9/6/1994,47.265625,47.359375,47.125,47.3125,29.145803,229800
9/7/1994,47.421875,47.421875,47.21875,47.265625,29.116919,27900
9/8/1994,47.359375,47.5625,47.34375,47.5,29.261305,284800
9/9/1994,47.03125,47.125,46.8125,47,28.953302,488400
9/12/1994,47,47.0625,46.78125,46.859375,28.866663,129400
9/13/1994,46.953125,47.125,46.859375,47,28.953302,389200
